Battery_ID,筛选分类,split,ordinal,SOH,capacity_SOH,SOC10_R0,SOC50_R0,SOC90_R0,SOC10_R1,SOC50_R1,SOC90_R1,SOC10_R2,SOC50_R2,SOC90_R2
4,A完整,train,20,62.4,62.4,32.22821499127586,32.629490059320965,34.22966676790794,14.761291349898398,12.887753452473465,31.50188211297049,6.423255439087109,5.233269108029383,4.722388225660554
4,A完整,train,21,62.0,62.0,32.9803845682328,33.83973151170959,39.56377042844018,14.819733700586896,12.439858052423645,29.4980793539988,6.354729048583161,5.2447844690654035,4.720833745627914
4,A完整,train,22,61.6,61.6,33.44700551523242,35.88044879264858,37.8472428644755,14.848951562418868,15.666443357132522,27.94747373746735,6.3882333620142475,5.88435276698555,4.72768306895989
4,A完整,train,23,61.1,61.1,34.15429343914943,35.00233193841946,31.607612356816325,14.672300438654332,12.91973444346525,34.4894638911124,6.327213292865771,5.332936090953318,4.779887671033489
4,A完整,train,24,60.7,60.7,34.829516617237594,35.623549777742994,36.62232721663358,14.886953605008149,12.835453050603451,,6.340270959226155,5.392330579376468,
4,A完整,train,25,60.4,60.4,35.261930167521015,36.29849433157694,31.84841155219832,14.903461108797316,12.868936379206701,,6.317049318915171,5.43717546262315,
4,A完整,train,26,60.2,60.2,35.839122752215445,36.3870177227539,33.69131729157947,15.074227070126959,13.52684750493911,,6.302842850543501,5.5167737667312196,
4,A完整,train,27,59.8,59.8,36.49395601163978,37.264957811062025,20.10241898138112,13.62116198658992,13.583268552943514,59.22448141582563,5.6872266547187,5.350180984798156,4.994397303733009
4,A完整,train,28,59.5,59.5,37.63457595508154,37.6291433365916,33.79041381124363,13.751233507944363,15.462803511417697,47.396524595999054,5.7548051351998915,5.408204024069441,5.1079481812389975
4,A完整,train,29,59.3,59.3,37.254585398895856,37.820886781220295,34.52781448705183,14.560189193038585,14.282188276044309,47.78131380248095,5.788297863815156,5.416881149555936,5.156353440896503
4,A完整,train,30,59.2,59.2,37.16816587326313,35.68274060868967,37.88833489243378,15.203405838711058,18.83981827532977,46.17103858114465,5.50064743236214,5.422421408050264,5.247327981972166
5,A完整,val,1,96.3,96.3,19.00585959294717,16.927086188530886,20.30298603551005,16.379344550460235,9.194512519826462,10.329761047642101,10.43457865711975,4.075180872113823,3.7555073530133374
5,A完整,val,2,96.0,96.0,19.1294684477692,16.863092005201146,20.13877564087203,16.71431015718066,9.279539542593849,10.907588664306056,10.533633943637215,4.035729239693198,3.7326650851551153
5,A完整,val,3,94.7,94.7,19.29796833859352,17.121701323942187,20.50295883567834,16.641328446650746,9.25762073508711,11.08588583422145,10.459181779472871,4.077116745144469,3.7604404186530607
5,A完整,val,4,93.2,93.2,18.91583715012038,17.1107676457847,20.9485483688996,16.8306169171262,9.48836242097292,11.198101965260715,10.331116580204352,4.029434888753528,3.837590636529206
5,A完整,val,5,91.9,91.9,19.462235918136457,17.665663546862017,21.660655290577594,16.444252984477227,9.176833407412204,11.184061791218308,10.227877452446833,4.141303224184098,3.8333435271527447
5,A完整,val,6,90.7,90.7,19.739596498274366,17.75195711331714,22.348785198822746,16.294916637007645,9.468789673527548,11.435280771704718,10.13137740244419,4.088021505926943,3.9254957627250366
5,A完整,val,7,89.8,89.8,19.162556351958173,17.244451248675876,21.123251608773046,15.709102844639322,8.917079117788981,10.346964217359016,9.857803857240938,4.073041949957838,3.5916522067374785
5,A完整,val,8,88.5,88.5,20.40630781411851,18.34513925577812,23.889422761976746,16.03645905824316,9.603405817492083,11.458029288567467,10.014807970148143,4.093286970372388,3.9898964906578542
5,A完整,val,9,87.6,87.6,20.73109776583849,18.846474430238924,24.55027560847573,16.292379175791076,9.393065494081776,11.857170291668757,10.022206158109153,4.226709343125034,4.045663370654904
5,A完整,val,10,86.6,86.6,20.862164984261547,19.160497392866475,25.028687311407452,16.224751583368533,9.840689962577295,12.364467587068777,9.93750419597924,4.216124850503718,4.083428314409836
5,A完整,val,11,85.7,85.7,21.24406162863434,19.371551430636075,25.798436261671892,16.3276916435745,9.916196413803425,12.48072382660334,9.885145001114884,4.220436526957448,4.190606342073473
5,A完整,val,12,85.3,85.3,21.642603059938914,19.57535102879533,26.657278056519992,16.332598604442914,9.817837685618263,12.529271775031408,9.927108243679422,4.234727664634036,4.20770543758359
5,A完整,val,13,84.5,84.5,21.902104239165624,20.00361588838075,27.46319315284665,16.534566771810894,9.858884254324792,12.752599391069005,9.898609853268962,4.217375467116701,4.253577664103454
5,A完整,val,14,83.5,83.5,22.296408125457774,20.621203959679928,28.217591464603508,16.294924289469108,9.691113169742293,13.127671590729953,9.811143573437386,4.29894524306746,4.314968382788436
5,A完整,val,15,82.8,82.8,22.714434107017833,20.71731864005957,26.68023265545151,16.306598630284064,9.814281938815007,15.720685273993457,9.826768776605238,4.371389660266511,4.38229864067606
5,A完整,val,16,82.0,82.0,22.934917470365228,20.86131621622204,29.42768035296549,16.446056325670256,10.355470594691228,13.765154906590503,9.731592421736423,4.373176100925052,4.45326411285575
5,A完整,val,17,81.3,81.3,23.561895567430014,21.324023776382163,31.410015860748377,16.29581738190784,10.143220151157786,13.005782566066948,9.729769649069498,4.36603124302206,4.463083575632916
5,A完整,val,18,80.5,80.5,23.902101275633264,21.827200565564343,32.036012246425024,16.332027726387736,9.998961917330233,13.492486570459233,9.678981794606173,4.431539267050408,4.558473757718142
5,A完整,val,19,79.9,79.9,24.27560819086536,22.300974176060368,31.23194231254342,16.50095778658997,9.980421909156142,15.364111292395858,9.731689561077811,4.387336594887333,4.62178488897632
5,A完整,val,20,79.1,79.1,24.89833777932396,22.87318046977112,31.989025857624334,16.194322184052094,10.374027706603895,15.896379294891041,9.690025904235274,4.440485467296175,4.716192517321034
5,A完整,val,21,78.5,78.5,23.900488102059406,22.09644829894432,33.47179028534095,16.02664879662419,9.900257229591828,14.63028289038466,9.450270824882509,4.379928043949883,4.686416822539754
5,A完整,val,22,77.9,77.9,25.756321117003374,23.505722223996703,33.227212647419336,16.376471842034032,10.20587697326687,16.84698662664924,9.595824078783895,4.5320225590141305,4.819822508044632
5,A完整,val,23,77.2,77.2,26.131639788866956,23.830238373541224,34.93004746389806,16.450032226265346,10.459265492673223,16.23016843816748,9.588009059468153,4.538072980863298,4.877767394754516
5,A完整,val,24,76.6,76.6,26.706782658197724,24.23306356766564,34.77885437153709,16.328851019204237,10.546578727753184,17.436916557847333,9.544047343179466,4.519923525048944,4.962464988424179
5,A完整,val,25,76.0,76.0,26.93928647464605,24.713948402298808,35.03906418353337,16.583200994538117,10.272876136729552,18.216280034808825,9.539824252568046,4.558373798510686,5.028669683116931
5,A完整,val,26,75.5,75.5,27.2500176435494,25.04131069577597,37.62810728493262,16.75361952163084,10.468230133294714,17.017869863247316,9.535208006754715,4.5551936165793006,5.112061107893487
5,A完整,val,27,74.9,74.9,,25.295545371848903,38.44510675645235,,10.789038541928406,17.31216899959484,,4.783728123170697,5.160544957118592
5,A完整,val,28,74.3,74.3,27.682752798604255,25.43953832751812,34.60196897904166,17.28382162510319,10.910406753365926,22.33777177537152,9.483310030238165,4.604840898183582,5.252943224250419
6,A完整,train,1,96.0,96.0,19.17757842323141,16.931327124457372,19.792874008564844,16.24926184841231,9.311040825121191,10.941732622956744,10.447186403720927,4.065698202576091,3.746664281264392
6,A完整,train,2,94.5,94.5,19.424915577300602,17.059466938986187,20.672999381770158,16.608480631370576,9.404771312662476,10.977074814801544,10.430114972369505,4.076865868823616,3.8029257448081863
6,A完整,train,3,92.9,92.9,19.35930032023898,17.45666057305577,21.078218303703217,16.584647624382892,9.359572304448736,11.281760926680853,10.305042513574815,4.057367545287471,3.809530676866128
6,A完整,train,4,91.7,91.7,19.622663463241935,17.641605119769626,21.741596177437422,16.711044902061275,9.492592019191813,11.3595102716397,10.286827262968878,4.095503917974388,3.8577532076500205
6,A完整,train,5,90.5,90.5,20.07414992389355,17.96384811004355,22.428519869809968,16.145805728367364,9.446063532688608,11.376735064190964,10.119108125092193,4.135353526597291,3.9207663021230235
6,A完整,train,6,89.6,89.6,19.075111748979914,17.225269256547882,20.875253194655166,15.545192761566298,8.72591769741406,10.405538294908348,9.81957480342821,3.9897077905723135,3.572069767427966
6,A完整,train,7,88.3,88.3,20.443215395803215,18.48090073771817,23.900672010595105,16.195383953324978,9.475386199565255,11.740685352665416,9.992045190341887,4.148959045267193,3.9823753745216113
6,A完整,train,8,87.4,87.4,20.868551771855202,18.690910684627084,24.68652828113145,16.132567870166188,9.617350931341026,11.696153923803344,9.919877735165961,4.145315490206379,4.028263597282672
6,A完整,train,9,86.3,86.3,21.027538538151454,19.18383748231512,25.31373922956179,16.12296568955808,9.504677227039268,11.989181549085856,9.878582541108727,4.221331796087513,4.096207682315681
6,A完整,train,10,85.5,85.5,21.45583297293651,19.40565585263623,26.03687998818487,16.079161348782534,9.65274731868149,12.23580411831941,9.84401171292882,4.218827675065352,4.16918445426881
6,A完整,train,11,85.0,85.0,21.90751714437839,19.69072119611859,25.520456186905797,16.093355426869046,9.729761351931668,13.581505555013187,9.850791574207413,4.244911770424003,4.1934924057618055
6,A完整,train,12,84.2,84.2,22.23647380002593,20.31076100443665,26.864829813976343,16.213361732131787,9.758677795357304,13.383461277504663,9.836995471933555,4.312793124007494,4.297569721639874
6,A完整,train,13,83.3,83.3,22.39169624468476,20.54399101317513,28.571125416363355,16.37193647159937,9.68824392598415,12.691015155284639,9.77381914330575,4.240657080713719,4.327513550353077
6,A完整,train,14,82.5,82.5,22.67470621696134,20.82781882621477,28.718217508249452,16.44373237399979,9.95849664238892,13.701984306419469,9.745351191343893,4.312528691222967,4.365770345142249
6,A完整,train,15,81.7,81.7,22.91775986210601,21.27194530001911,29.080376475261133,16.556290651338305,9.932230408070977,14.26200996227455,9.72798929248846,4.363774633640668,4.413724142442438
6,A完整,train,16,80.9,80.9,23.758515348841772,21.839912587920985,31.162969447340295,16.21208753699314,9.68181036850422,13.338623856918138,9.74999051964304,4.431541721107587,4.524981453611032
